BBS;Uniprot_ID;Specie_ID;Specie;Rank_1;Rank_2;Transcrit_ID;Gene_ID;Gene_length;%GC;Nbr_exon;Exon_length;Intron_length;Total_error;Err_Nter;Err_Interne;Err_Cter;Type;Repeats/Low_complexity;UDT;Protein_length;5' UTR;3' UTR
BBS15;B3MUA1_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0129095;FBgn0101389;4127;50.11;6;550.0;165.4;1;0;1;0;Unconfirmed;0;0;945;True;True
BBS13;B3MZ02_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0126938;FBgn0099236;2300;58.26;1;2300.0;0;3;0;3;0;Unconfirmed;0;0;732;True;True
BBS1;B3M8B7_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0129708;FBgn0102000;2224;54.0;3;610.0;197.0;0;0;0;0;Confirmed;0;0;603;True;True
BBS5;B3M138_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0123614;FBgn0095928;1369;50.99;5;231.0;53.5;0;0;0;0;Confirmed;0;0;384;False;True
BBS9;B3MBX5_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0117513;FBgn0089847;3611;49.74;8;365.1;98.6;0;0;0;0;Confirmed;0;0;959;False;True
BBS4;B3MEQ1_DROAN;DROAN;Drosophila ananassae;Opisthokonta;Metazoa;FBtr0117224;FBgn0089561;6358;41.93;12;210.0;348.9;0;0;0;0;Confirmed;0;0;486;True;True
BBS3;B4HPG5_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0204946;FBgn0176838;784;45.66;4;151.5;59.3;0;0;0;0;Confirmed;0;0;201;False;True
BBS4;B4HN35_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0204238;FBgn0176134;3693;41.57;10;146.1;248.0;0;0;0;0;Confirmed;0;0;486;False;True
BBS9;B4I7P4_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0198817;FBgn0170748;3558;49.49;8;353.6;104.1;1;0;1;0;Unconfirmed;0;0;942;False;True
BBS13;B4IGG4_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0194535;FBgn0166493;2103;51.64;1;2103.0;0;4;0;3;1;Unconfirmed;0;0;700;False;True
BBS1;B4HV21_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0197804;FBgn0169740;2070;54.69;3;606.0;126.0;0;0;0;0;Confirmed;0;0;605;False;True
BBS15;B4IDB2_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0199585;FBgn0171513;3903;54.86;7;407.1;175.5;1;0;1;0;Unconfirmed;0;0;949;False;True
BBS16;B4HLG5_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0208728;FBgn0180599;6006;46.67;7;324.0;623.0;1;0;0;1;Unconfirmed;0;0;755;False;True
BBS5;B4I3T5_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0193763;FBgn0165724;1399;51.18;5;229.2;63.2;0;0;0;0;Confirmed;0;0;381;False;True
BBS8;B4ICX1_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0199727;FBgn0171655;1820;53.57;4;409.5;60.7;2;0;1;1;Unconfirmed;0;0;545;False;True
BBS15;B4IPB8_DROSE;DROSE;Drosophila sechellia;Opisthokonta;Metazoa;FBtr0196558;FBgn0168504;1836;54.3;5;319.8;59.2;2;1;1;0;Unconfirmed;0;0;532;False;True
BBS1;B4QJX6_DROSI;DROSI;Drosophila simulans;Opisthokonta;Metazoa;FBtr0213902;FBgn0185688;2468;52.84;3;725.0;146.5;0;0;0;0;Confirmed;0;0;605;True;True
BBS8;B4Q641_DROSI;DROSI;Drosophila simulans;Opisthokonta;Metazoa;FBtr0222935;FBgn0194416;2650;50.38;5;406.6;154.2;2;0;1;1;Unconfirmed;0;0;549;True;True
BBS5;B4QVM9_DROSI;DROSI;Drosophila simulans;Opisthokonta;Metazoa;FBtr0219661;FBgn0191240;2851;42.48;5;519.8;63.0;0;0;0;0;Confirmed;0;0;381;True;True
BBS4;B4KQ20_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0170500;FBgn0142512;4047;44.18;10;171.4;259.2;0;0;0;0;Confirmed;0;0;484;True;True
BBS8;B4KFI6_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0168759;FBgn0140774;3145;49.79;3;659.3;583.5;4;1;2;1;Unconfirmed;0;0;569;True;True
BBS5;B4KCS8_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0160969;FBgn0133009;1658;47.77;5;267.6;80.0;0;0;0;0;Confirmed;0;0;380;True;True
BBS16;B4K5Q4_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0428413;FBgn0147362;9597;42.87;10;362.0;664.1;1;0;0;1;Unconfirmed;0;0;1167;False;True
BBS15;B4KGC5_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0167700;FBgn0139721;3705;47.13;7;453.7;88.2;1;0;1;0;Unconfirmed;0;0;926;True;True
BBS13;B4L6J8_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0166892;FBgn0138916;2319;58.0;1;2319.0;0;3;0;3;0;Unconfirmed;0;0;704;True;True
BBS9;A0A0Q9XI51_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0428220;FBgn0280994;1185;56.62;3;353.0;63.0;2;1;0;1;Unconfirmed;0;0;353;False;False
BBS9;B4KRF7_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0169797;FBgn0141811;3964;51.41;9;345.0;107.4;0;0;0;0;Confirmed;0;0;960;False;True
BBS3;B4KME7_DROMO;DROMO;Drosophila mojavensis;Opisthokonta;Metazoa;FBtr0171456;FBgn0143466;1205;36.68;4;256.8;59.3;0;0;0;0;Confirmed;0;0;202;True;True
BBS9;B4LLH6_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0235970;FBgn0207186;4459;49.67;9;360.7;138.0;1;1;0;0;Unconfirmed;0;0;978;True;True
BBS16;B4LX92_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0433961;FBgn0210560;8385;46.24;9;396.6;602.0;1;0;0;1;Unconfirmed;0;0;1171;False;True
BBS1;B4LHK4_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0227984;FBgn0199311;2031;52.73;4;462.0;61.0;0;0;0;0;Confirmed;0;0;606;True;True
BBS5;B4M537_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0226974;FBgn0198315;1813;51.96;5;227.4;169.0;0;0;0;0;Confirmed;0;0;378;False;True
BBS15;A0A0Q9W9F9_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0443788;FBgn0204397;3747;51.48;7;460.4;87.3;1;0;1;0;Unconfirmed;0;0;925;True;True
BBS4;B4ME19_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0233567;FBgn0204811;3892;42.7;10;163.7;250.6;0;0;0;0;Confirmed;0;0;482;True;True
BBS13;B4M869_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0232585;FBgn0203844;1977;64.04;1;1977.0;0;3;0;3;0;Unconfirmed;0;0;658;False;True
BBS8;B4LTL5_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0441429;FBgn0206876;3828;51.31;4;479.8;636.3;4;1;2;1;Unconfirmed;0;0;582;True;True
BBS3;B4LNW6_DROVI;DROVI;Drosophila virilis;Opisthokonta;Metazoa;FBtr0236393;FBgn0207608;802;38.9;4;153.2;63.0;0;0;0;0;Confirmed;0;0;203;True;True
BBS4;B4H6C3_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0185545;FBgn0157527;2851;51.67;10;145.2;155.4;0;0;0;0;Confirmed;0;0;483;False;True
BBS15;B4G8S5_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0184959;FBgn0156943;3472;51.81;6;467.0;134.0;1;0;1;0;Unconfirmed;0;0;933;False;True
BBS3;B4GIM8_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0183360;FBgn0155348;800;46.38;4;151.5;64.7;0;0;0;0;Confirmed;0;0;201;False;True
BBS5;B4GFI4_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0187234;FBgn0159212;1419;51.87;5;229.8;67.5;0;0;0;0;Confirmed;0;0;382;False;True
BBS8;B4G899_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0184877;FBgn0156861;1798;60.73;3;557.0;63.5;2;0;1;1;Unconfirmed;0;0;556;False;True
BBS9;B4H6Z9_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0177384;FBgn0149378;3572;56.55;8;363.8;94.6;0;0;0;0;Confirmed;0;0;969;False;True
BBS16;B4GEV6_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0187340;FBgn0159318;7266;49.72;8;436.9;538.7;2;0;1;1;Unconfirmed;0;0;1164;False;True
BBS1;B4GR41_DROPE;DROPE;Drosophila persimilis;Opisthokonta;Metazoa;FBtr0190640;FBgn0162612;1996;57.57;4;454.5;59.3;0;0;0;0;Confirmed;0;0;605;False;True
BBS5;Q295Y8_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0283071;FBgn0070928;2477;41.82;5;447.4;60.0;0;0;0;0;Confirmed;0;0;382;True;True
BBS16;B5DXM6_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0365842;FBgn0247755;7891;49.25;8;512.8;541.3;2;0;1;1;Unconfirmed;0;0;1160;True;True
BBS3;B5DUR3_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0286669;FBgn0249050;948;46.31;4;188.5;64.7;0;0;0;0;Confirmed;0;0;201;True;True
BBS1;Q2M0T4_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0276200;FBgn0073313;2109;56.8;5;375.0;58.5;0;0;0;0;Confirmed;0;0;605;False;True
BBS9;Q28WL3_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0277294;FBgn0073913;4188;54.63;9;384.4;91.0;1;1;0;0;Unconfirmed;0;0;997;True;True
BBS8;Q29N44_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0281939;FBgn0072508;2448;56.54;4;547.8;85.7;2;0;1;1;Unconfirmed;0;0;555;True;True
BBS13;Q29J74_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0274537;FBgn0073951;2553;56.84;1;2553.0;0;4;0;4;0;Unconfirmed;0;0;703;True;True
BBS4;Q28WS1_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0277337;FBgn0072191;3216;50.53;10;181.6;155.6;0;0;0;0;Confirmed;0;0;483;True;True
BBS15;Q29MT0_DROPS;DROPS;Drosophila pseudoobscura pseudoobscura;Opisthokonta;Metazoa;FBtr0282030;FBgn0074626;4017;50.24;6;557.8;134.0;1;0;1;0;Unconfirmed;0;0;933;True;True
BBS4;B4MK78_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0251601;FBgn0222942;3865;35.68;10;146.4;266.8;0;0;0;0;Confirmed;0;0;487;False;True
BBS5;B4NJQ7_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0243474;FBgn0214832;1407;40.94;5;235.0;58.0;1;0;1;0;Unconfirmed;0;0;385;False;True
BBS1;B4MMM3_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0247302;FBgn0218653;1960;48.83;3;606.0;71.0;0;0;0;0;Confirmed;0;0;605;False;True
BBS3;B4MRQ8_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0246522;FBgn0217874;782;38.62;4;150.0;60.7;0;0;0;0;Confirmed;0;0;199;False;True
BBS9;B4MJU3_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0251549;FBgn0222891;3347;43.86;8;361.5;65.0;0;0;0;0;Confirmed;0;0;963;False;True
BBS8;B4MV93_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0245311;FBgn0216666;1738;49.77;2;834.0;70.0;2;0;1;1;Unconfirmed;0;0;555;False;True
BBS13;B4N2G2_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0246779;FBgn0218130;2247;47.09;2;1090.5;66.0;4;0;4;0;Unconfirmed;0;0;726;False;True
BBS15;B4MW67_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0245588;FBgn0216942;4822;38.61;7;396.9;340.7;1;0;1;0;Unconfirmed;0;0;925;False;True
BBS16;B4NBA2_DROWI;DROWI;Drosophila willistoni;Opisthokonta;Metazoa;FBtr0419888;FBgn0213867;5363;42.16;6;497.5;475.6;1;0;0;1;Unconfirmed;0;0;994;False;True
BBS4;B4J7X0_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0156701;FBgn0128749;4557;40.95;10;161.6;326.8;0;0;0;0;Confirmed;0;0;494;False;True
BBS5;B4JSV3_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0158432;FBgn0130475;1605;45.73;5;257.4;79.5;0;0;0;0;Confirmed;0;0;381;True;True
BBS1;B4IZI2_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0149928;FBgn0121990;2167;50.12;5;384.0;61.8;0;0;0;0;Confirmed;0;0;606;False;True
BBS9;B4J6Z6_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0156125;FBgn0128174;3738;48.13;9;327.3;99.0;0;0;0;0;Confirmed;0;0;960;True;True
BBS13;B4JNK1_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0160249;FBgn0132290;2055;53.24;1;2055.0;0;3;0;3;0;Unconfirmed;0;0;636;True;True
BBS8;B4JDP6_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0145931;FBgn0117998;2355;50.4;3;625.0;240.0;3;1;1;1;Unconfirmed;0;0;565;True;True
BBS3;B4J623_DROGR;DROGR;Drosophila grimshawi;Opisthokonta;Metazoa;FBtr0155619;FBgn0127669;1198;37.98;4;256.2;57.7;0;0;0;0;Confirmed;0;0;202;False;True
BBS1;A0A0L0CC86_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC29861;FF38_13487;3610;35.37;5;360.0;452.5;0;0;0;0;Confirmed;661;661;599;False;False
BBS8;A0A0L0CAS7_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC29351;FF38_10621;7012;35.89;5;412.8;1237.0;4;1;2;1;Unconfirmed;3365;3365;687;False;False
BBS13;A0A0L0C437_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC27045;FF38_02295;1470;35.51;1;1470.0;0;2;0;2;0;Unconfirmed;0;0;489;False;False
BBS15;A0A0L0C708_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC28027;FF38_06822;11502;32.03;6;664.0;1503.6;2;0;1;1;Unconfirmed;445;445;991;True;True
BBS9;A0A0L0C383_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC26707;FF38_11357;4113;34.67;10;295.2;129.0;0;0;0;0;Confirmed;0;0;983;False;False
BBS4;A0A0L0BP76_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC21821;FF38_03177;21756;29.5;9;198.3;2496.4;3;1;2;0;Unconfirmed;4259;4259;594;False;False
BBS5;A0A0L0CIR6_LUCCU;LUCCU;Lucilia cuprina;Opisthokonta;Metazoa;KNC32141;FF38_12450;1347;35.19;5;222.0;59.2;0;0;0;0;Confirmed;0;0;369;False;False
BBS2;Q7Q1T6_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP009637-RA;AGAP009637;7241;45.27;11;197.2;507.2;1;0;1;0;Unconfirmed;0;0;722;True;True
BBS18;F5HK34_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP013273-RA;AGAP013273;309;53.72;1;309.0;0;1;1;0;0;Unconfirmed;0;0;102;False;False
BBS5;Q7PUL7_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP001301-RA;AGAP001301;1112;54.77;2;529.5;53.0;0;0;0;0;Confirmed;0;0;344;True;False
BBS15;Q7QKB4_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP002252-RA;AGAP002252;7557;52.81;10;428.4;363.7;2;0;1;1;Unconfirmed;0;0;1425;False;False
BBS1;Q7QJD7_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP007459-RA;AGAP007459;2143;55.72;4;453.8;109.3;0;0;0;0;Confirmed;0;0;604;False;False
BBS7;Q7PZG7_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP011899-RA;AGAP011899;2490;56.75;2;1195.5;99.0;2;0;2;0;Unconfirmed;0;0;750;False;True
BBS9;Q7Q5W5_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP006166-RA;AGAP006166;3215;58.38;7;401.6;67.3;1;0;1;0;Unconfirmed;0;0;936;True;True
BBS20;Q7Q2M8_ANOGA;ANOGA;Anopheles gambiae;Opisthokonta;Metazoa;AGAP004724-RA;AGAP004724;21271;40.6;3;624.0;9699.5;2;0;1;1;Unconfirmed;1183;1183;623;False;True
BBS20;W5JQZ5_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC002498-RA;ADAC002498;1450;40.9;3;441.0;63.5;1;1;0;0;Unconfirmed;0;0;440;False;False
BBS8;W5JSM4_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC002450-RA;ADAC002450;3870;54.11;5;340.8;541.5;3;0;2;1;Unconfirmed;0;0;567;False;False
BBS4;W5JIE3_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC004107-RA;ADAC004107;2569;52.94;9;163.7;137.0;0;0;0;0;Confirmed;0;0;491;False;False
BBS7;W5JX09_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC000445-RA;ADAC000445;2628;44.82;3;406.0;705.0;2;0;2;0;Unconfirmed;0;0;405;False;False
BBS5;W5J3R5_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC009413-RA;ADAC009413;1104;52.99;2;520.5;63.0;0;0;0;0;Confirmed;0;0;346;False;False
BBS15;W5J3B6_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC009559-RA;ADAC009559;4689;52.36;7;558.0;130.5;2;1;1;0;Unconfirmed;0;0;1301;False;False
BBS1;W5JPA7_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC002259-RA;ADAC002259;3557;51.42;5;421.8;362.0;0;0;0;0;Confirmed;0;0;702;False;False
BBS3;W5JJX1_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC011098-RA;ADAC011098;2752;48.84;3;193.0;1086.5;1;1;0;0;Unconfirmed;0;0;123;False;False
BBS2;W5JDQ4_ANODA;ANODA;Anopheles darlingi;Opisthokonta;Metazoa;ADAC006083-RA;ADAC006083;5070;51.07;10;229.8;308.0;1;0;1;0;Unconfirmed;0;0;765;False;False
BBS2;Q16XJ9_AEDAE;AEDAE;Aedes aegypti;Opisthokonta;Metazoa;AAEL008840-RA;AAEL008840;27070;35.57;11;202.4;2484.4;0;0;0;0;Confirmed;0;0;741;True;True
BBS7;Q17MR4_AEDAE;AEDAE;Aedes aegypti;Opisthokonta;Metazoa;AAEL000962-RA;AAEL000962;2651;48.17;4;621.0;55.7;2;0;2;0;Unconfirmed;0;0;741;True;True
BBS5;Q17LJ5_AEDAE;AEDAE;Aedes aegypti;Opisthokonta;Metazoa;AAEL001345-RA;AAEL001345;3703;38.46;2;1820.0;63.0;0;0;0;0;Confirmed;0;0;347;True;True
BBS8;Q17AX8_AEDAE;AEDAE;Aedes aegypti;Opisthokonta;Metazoa;AAEL005133-RA;AAEL005133;4965;42.13;4;351.8;1186.0;1;0;0;1;Unconfirmed;0;0;468;True;True
BBS3;Q17IM4_AEDAE;AEDAE;Aedes aegypti;Opisthokonta;Metazoa;AAEL002311-RA;AAEL002311;516;50.78;2;224.0;68.0;1;1;0;0;Unconfirmed;0;0;140;True;True
BBS8;B0W1I5_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ000763-RA;CPIJ000763;5408;41.9;6;241.5;791.8;1;0;0;1;Unconfirmed;0;0;482;False;False
BBS2;B0W2W7_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ001567-RA;CPIJ001567;21288;35.2;11;198.8;1910.1;0;0;0;0;Confirmed;0;0;728;False;False
BBS20;B0X734_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ014911-RA;CPIJ014911;2342;45.3;5;375.0;116.8;0;0;0;0;Confirmed;0;0;624;False;False
BBS15;B0X1U1_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ013527-RA;CPIJ013527;7481;48.49;8;365.6;650.9;1;0;1;0;Unconfirmed;267;267;974;False;False
BBS1;B0WXE2_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ011387-RA;CPIJ011387;2079;55.46;4;453.0;89.0;0;0;0;0;Confirmed;0;0;603;False;False
BBS20;B0X4V5_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ014399-RA;CPIJ014399;1797;44.63;4;379.5;93.0;1;0;0;1;Unconfirmed;0;0;506;False;False
BBS5;B0X8D9_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ015694-RA;CPIJ015694;1128;58.33;2;535.5;57.0;0;0;0;0;Confirmed;0;0;356;False;False
BBS3;B0WVV4_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ011297-RA;CPIJ011297;3113;35.53;3;150.0;1331.5;1;1;0;0;Unconfirmed;0;0;149;False;False
BBS9;B0WLK0_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ007690-RA;CPIJ007690;2056;48.69;6;298.5;53.0;1;0;0;1;Unconfirmed;0;0;596;False;False
BBS13;B0W644_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ002509-RA;CPIJ002509;2571;38.0;5;244.8;336.8;2;1;1;0;Unconfirmed;0;0;407;False;False
BBS4;B0WHK9_CULQU;CULQU;Culex quinquefasciatus;Opisthokonta;Metazoa;CPIJ006509-RA;CPIJ006509;7051;37.44;6;191.0;1181.0;3;1;1;1;Unconfirmed;0;0;381;False;False
BBS15;K7IUM7_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV12784-RA;NV12784;5470;37.62;14;255.2;145.9;2;0;2;0;Unconfirmed;0;0;1190;False;True
BBS4;K7JKG6_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV22662-RA;NV22662;9476;41.66;10;127.5;911.2;1;1;0;0;Unconfirmed;788;788;424;False;False
BBS5;K7J1K7_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV15238-RA;NV15238;1909;31.74;7;144.4;149.7;0;0;0;0;Confirmed;0;0;336;False;True
BBS9;K7JWU6_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV30420-RA;NV30420;13907;45.51;11;208.1;1161.8;3;0;3;0;Unconfirmed;0;0;762;False;False
BBS1;K7JBG2_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV18743-RA;NV18743;2188;44.74;6;289.5;90.2;0;0;0;0;Confirmed;0;0;578;False;True
BBS3;K7JBD5_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV18715-RA;NV18715;219677;35.31;3;153.0;109609.0;1;1;0;0;Unconfirmed;96451;96451;152;False;True
BBS13;K7J2U6_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV15672-RA;NV15672;4979;49.63;5;308.4;859.2;1;0;1;0;Unconfirmed;0;0;513;False;True
BBS2;K7IZ19_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV14347-RA;NV14347;3315;51.76;10;210.0;135.0;1;0;1;0;Unconfirmed;0;0;699;False;True
BBS20;K7IMU7_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV10383-RA;NV10383;1923;37.86;3;560.0;121.5;3;0;3;0;Unconfirmed;0;0;559;False;True
BBS8;K7IUT2_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV12840-RA;NV12840;2666;44.52;9;177.9;133.1;2;0;2;0;Unconfirmed;0;0;508;False;True
BBS7;K7J2H3_NASVI;NASVI;Nasonia vitripennis;Opisthokonta;Metazoa;NV15554-RA;NV15554;3070;44.2;13;167.1;74.8;0;0;0;0;Confirmed;0;0;723;False;True
BBS7;A0A158NBR4_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012199582.1;LOC105618043;3529;36.24;11;209.2;122.8;2;0;2;0;Unconfirmed;0;0;766;False;False
BBS8;A0A158NWD1_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012206449.1;LOC105625107;2869;34.51;8;186.4;196.9;1;0;1;0;Unconfirmed;0;0;496;False;False
BBS13;A0A158N9M8_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012198846.1;LOC105617281;5753;32.14;5;312.0;1048.2;1;0;1;0;Unconfirmed;0;0;519;False;False
BBS4;A0A158NUR8_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012205886.1;LOC105624527;7406;29.72;10;135.6;672.2;0;0;0;0;Confirmed;0;0;451;False;False
BBS20;A0A158NPL4_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012204082.1;LOC105622670;2038;42.2;2;984.0;70.0;0;0;0;0;Confirmed;0;0;655;False;False
BBS18;A0A158NS39_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012204957.1;LOC105623569;222;40.99;1;222.0;0;0;0;0;0;Confirmed;0;0;73;False;False
BBS5;A0A158NSS3_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012205191.1;LOC105623815;25234;29.45;8;126.8;3460.0;0;0;0;0;Confirmed;5301;5301;337;False;False
BBS2;A0A158NBF3_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012199471.1;LOC105617937;4590;32.88;11;190.1;249.9;1;0;1;0;Unconfirmed;0;0;696;False;False
BBS15;A0A158NV12_ATTCE;ATTCE;Atta cephalotes;Opisthokonta;Metazoa;XM_012205980.1;LOC105624624;10737;31.09;15;245.4;504.0;2;0;1;1;Unconfirmed;4324;4324;1226;False;False
